url,name,category_code,date_added,date_published,data_format_version,source,authority,notes
brpokerclube.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
c1.monacoaces.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cache.betfair.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cacheserve.cdpoker.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cakepoker.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
cakepoker.eu,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
calciostreaming.eu,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinifridwaeres.ru,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.288-563.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.365giochiamo365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.365italia365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.365italiano365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.365planet365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.365sportgiochi.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.488365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.888italia.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.allsport365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.azartia.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.bet365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.betaland.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.betbusy.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.betfair.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.betin.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.betin7.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.bet-mart.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.bet-office.org,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.betrebels.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.bodog.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.bodoglife.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.canbet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.casinogiocaitalia.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.casinogiocoitalia.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.casinovittoriosa.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.gfbsport.eu,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.giocacasinoonline.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.goldbet.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.guadagnarealcasino.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.intertops.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.italiano365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.italianwinner.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.itawinner.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.jetbull.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.kingsolomons.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.ladbrokes.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.paddypower.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.planetwin24.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.planetwin365.info,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.planetwin365.net,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.redelcasinoonline.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.redkings.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.rhitech.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.scommetti365.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.siol.net,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.w-121.betfair.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.winner.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.winnerit.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.winnerita.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.winneritaly.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino.youwin.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino2.betin.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino777delrio.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinobellini.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinobellini-e.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinobelliniit.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinobellini-ita.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinobellini-italy.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino-bet17.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoble.net,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoblu.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinobonuscenter.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinobonuses.hypermart.net,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinobonussenzadeposito.weebly.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casino-campione.game-online.biz,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinochepaganosubito.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoclassic.it,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinodelrio.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinodiveneziaonline.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinodivittoriosa.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
casinoespresso.com,official/it/aams,GMB,,2015-04-05,0.1,AAMS,AAMS,
